target_drug,target_group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength,n_cases,death_rate,serious_rate,median_age,gt_severity,pt_severity,llm_severity,llm_reasoning,final_severity,calib_source
amlodipine,negative_control,neg,EXPANDED DISABILITY STATUS SCALE SCORE INCREASED,7,5745,156,1403379,0.665283934358296,5752,163,1409287,11.6917,11.7056,5.6236,24.3654,51.3877,7.581355474763222e-13,2.60846730237363e-12,1,9.3419,4.8519,16.6358,2.6862,1.6174,4,1,Moderate,7,0.0,1.0,,,,MODERATE,Neurological deterioration requiring medical assessment,MODERATE,llm_only
amlodipine,negative_control,neg,EXPOSURE TO ALLERGEN,6,5746,59,1403476,0.26529727443735734,5752,65,1409287,26.6517,26.6808,11.868,59.9815,103.7164,2.334492530176611e-24,1.1230843059394981e-23,1,17.0554,8.3883,31.6768,3.0863,1.932,4,1,Strong,6,0.0,1.0,52.0,,,MILD,"Exposure event, severity depends on reaction",MILD,llm_only
amlodipine,negative_control,neg,EXPOSURE TO TOXIC AGENT,11,5741,309,1403226,1.306078889537759,5752,320,1409287,9.065,9.0811,5.038,16.3689,64.999,7.493447337765459e-16,2.876844045602304e-15,1,7.9173,4.7147,12.6417,2.6707,1.8181,4,1,Moderate,14,0.7857142857142857,0.7857142857142857,66.0,FATAL,FATAL,MODERATE,Toxic exposure requiring medical evaluation,FATAL,conservative
amlodipine,negative_control,neg,EXTRADURAL HAEMATOMA,6,5746,42,1403493,0.19591183343066387,5752,48,1409287,37.3124,37.3535,16.3552,85.3113,144.1955,3.2198958859558404e-33,1.8280779183159602e-32,1,21.1999,10.4267,39.3745,3.2235,2.0691,4,1,Strong,7,0.0,1.0,69.0,,,SEVERE,Life-threatening brain hemorrhage requiring urgent neurosurgery,SEVERE,llm_only
amlodipine,negative_control,neg,EXTRAPYRAMIDAL DISORDER,16,5736,565,1402970,2.371349483816994,5752,581,1409287,7.1184,7.136,4.3708,11.6504,73.0129,1.2880198688694219e-17,5.2078654237456064e-17,1,6.5214,4.2545,9.653,2.5227,1.8157,4,1,Moderate,30,0.0,0.43333333333333335,65.0,SEVERE,SEVERE,MODERATE,Movement disorder requiring medical management,SEVERE,conservative
amlodipine,negative_control,neg,EYELID OEDEMA,13,5739,353,1403182,1.493827729908812,5752,366,1409287,9.3169,9.3365,5.4183,16.0882,81.4444,1.8026450979471987e-19,7.678029221692514e-19,1,8.2412,5.1227,12.7023,2.7593,1.9751,4,1,Moderate,21,0.09523809523809523,0.47619047619047616,77.0,MODERATE,MODERATE,MILD,"Cosmetic swelling, self-limiting, no serious intervention needed",MODERATE,conservative
amlodipine,negative_control,neg,FALSE NEGATIVE INVESTIGATION RESULT,5,5747,37,1403498,0.1714228542518309,5752,42,1409287,35.7817,35.815,14.6297,87.6787,109.7516,1.1107420085583696e-25,5.495955929632993e-25,1,19.3631,8.877,37.9271,3.0341,1.7696,4,1,Strong,6,0.0,0.0,31.0,,,MILD,"Laboratory error, no direct patient harm",MILD,llm_only
amlodipine,negative_control,neg,FEAR OF DEATH,12,5740,132,1403403,0.5877355002919916,5752,144,1409287,23.0157,23.0636,12.9067,41.2135,203.455,3.680437449406557e-46,2.5144257702059615e-45,1,17.7895,10.838,27.8783,3.5225,2.7062,4,1,Strong,18,0.0,0.2222222222222222,54.0,MILD,MILD,MODERATE,Psychological symptom requiring medical attention and counseling,MODERATE,conservative
amlodipine,negative_control,neg,FEV1/FVC RATIO DECREASED,5,5747,17,1403518,0.08979292365572095,5752,22,1409287,76.675,76.7474,29.4311,200.1344,217.4998,3.175107164436751e-49,2.2461789292777977e-48,1,28.1731,12.9159,55.1837,3.2212,1.9566,4,1,Strong,6,0.0,0.8333333333333334,69.0,,,MODERATE,Pulmonary function decline requiring monitoring and possible intervention,MODERATE,llm_only
amlodipine,negative_control,neg,FIBROMUSCULAR DYSPLASIA,6,5746,17,1403518,0.09387442018552644,5752,23,1409287,90.6159,90.7173,36.8582,223.2781,312.6139,5.885897477364187e-70,5.143186480516692e-69,1,32.989,16.2248,61.2702,3.4522,2.2978,4,1,Strong,7,0.0,0.8571428571428571,52.0,,,SEVERE,Vascular disease potentially causing stroke or organ ischemia,SEVERE,llm_only
amlodipine,negative_control,neg,FIBROUS HISTIOCYTOMA,4,5748,22,1403513,0.10611890977494293,5752,26,1409287,48.7932,48.8306,17.7411,134.401,108.9895,1.6314750734366537e-25,8.02944855962317e-25,1,20.7245,8.6372,43.5498,2.8923,1.4784,4,1,Strong,4,0.0,0.0,59.0,,,MODERATE,Benign tumor requiring surgical evaluation but not life-threatening,MODERATE,llm_only
amlodipine,negative_control,neg,FILARIASIS LYMPHATIC,8,5744,0,1403535,0.03265197223844398,5752,8,1409287,4147.4208,4153.5562,239.6989,71973.755,1714.7548,0.0,0.0,1,65.8507,35.7327,113.3006,3.9962,2.9965,4,1,Strong,8,0.0,0.0,,,,MODERATE,"Parasitic infection requiring treatment, causes disability if untreated",MODERATE,llm_only
amlodipine,negative_control,neg,FOETAL HYPOKINESIA,3,5749,27,1403508,0.12244489589416492,5752,30,1409287,31.0502,31.0685,10.2119,94.5221,46.356,9.86051697712203e-12,3.2370938217794334e-11,1,14.4287,5.2306,33.4854,2.4913,0.8588,4,1,Moderate,3,0.0,0.6666666666666666,14.75,,,SEVERE,Decreased fetal movement indicating potential fetal compromise,SEVERE,llm_only
amlodipine,negative_control,neg,FORCED VITAL CAPACITY DECREASED,5,5747,80,1403455,0.3469272050334673,5752,85,1409287,16.6685,16.6835,7.0301,39.5922,49.9233,1.5987636400517967e-12,5.4273334155958575e-12,1,11.5785,5.3081,22.6792,2.6991,1.4345,4,1,Moderate,10,0.0,0.7,69.0,MODERATE,MODERATE,MODERATE,Pulmonary function decline requiring monitoring and possible intervention,MODERATE,consensus
amlodipine,negative_control,neg,FULL BLOOD COUNT ABNORMAL,66,5686,1917,1401618,8.0936076186043,5752,1983,1409287,8.4609,8.5481,6.6849,10.9307,409.4172,4.90892791476792e-91,5.059866299289086e-90,1,8.071,6.5647,9.8382,2.952,2.604,4,1,Moderate,119,0.041666666666666664,0.7083333333333334,80.0,MODERATE,MODERATE,MODERATE,Hematologic abnormality requiring investigation and possible treatment,MODERATE,consensus
amlodipine,negative_control,neg,FUNGAL OESOPHAGITIS,4,5748,54,1403481,0.23672679872871885,5752,58,1409287,20.144,20.159,7.7057,52.7382,45.1704,1.8061847270821085e-11,5.861655604941935e-11,1,12.4302,5.1804,26.1205,2.6107,1.1969,4,1,Moderate,5,0.0,0.8,64.0,,,MODERATE,Opportunistic infection requiring antifungal treatment,MODERATE,llm_only
amlodipine,negative_control,neg,GAIT SPASTIC,28,5724,12,1403523,0.16325986119221989,5752,40,1409287,556.2423,559.0067,287.3592,1087.4488,4596.2384,0.0,0.0,1,110.915,80.522,149.7384,5.4252,4.8909,4,1,Strong,29,0.0,0.27586206896551724,52.0,MILD,MILD,MODERATE,"Neurological impairment affecting mobility, requires medical management",MODERATE,conservative
amlodipine,negative_control,neg,GANGRENE,40,5712,193,1403342,0.9509886914446809,5752,233,1409287,51.0626,51.4176,36.6092,72.2159,1569.2753,0.0,0.0,1,38.4847,29.4742,49.5453,4.8028,4.3557,4,1,Strong,52,0.0,0.9423076923076923,65.0,MODERATE,MODERATE,SEVERE,Tissue necrosis requiring urgent surgical intervention,SEVERE,conservative
amlodipine,negative_control,neg,GINGIVAL BLISTER,4,5748,32,1403503,0.1469338750729979,5752,36,1409287,33.7799,33.8056,12.6094,90.6324,76.8333,1.860126995335926e-18,7.71782649260335e-18,1,17.1487,7.1469,36.0356,2.7982,1.3844,4,1,Moderate,6,0.0,0.0,69.0,,,MILD,"Minor oral lesion, self-limiting",MILD,llm_only
amlodipine,negative_control,neg,GINGIVAL DISORDER,8,5744,189,1403346,0.804054816371683,5752,197,1409287,10.9431,10.9578,5.509,21.7959,55.9983,7.253280564822584e-14,2.5892034930090296e-13,1,9.0094,4.8888,15.5014,2.7045,1.7047,4,1,Moderate,13,0.0,0.15384615384615385,54.0,MILD,MILD,MILD,"Minor gum problem, manageable with oral care",MILD,consensus
amlodipine,negative_control,neg,GINGIVAL HYPERTROPHY,68,5684,46,1403489,0.4652906043978267,5752,114,1409287,359.3907,363.7094,250.3914,528.3111,9698.0967,0.0,0.0,1,122.6275,100.0525,149.0499,6.149,5.8061,4,1,Strong,70,0.014084507042253521,0.09859154929577464,55.0,MILD,MILD,MODERATE,Gum overgrowth requiring dental intervention,MODERATE,conservative
amlodipine,negative_control,neg,GINGIVAL PAIN,15,5737,508,1403027,2.1346226850882752,5752,523,1409287,7.4365,7.4539,4.4938,12.3638,71.95,2.207155743448288e-17,8.846616091266915e-17,1,6.7659,4.3506,10.1377,2.5566,1.8265,4,1,Moderate,58,0.0,0.1694915254237288,53.0,MILD,MILD,MILD,"Oral discomfort, manageable with simple analgesics",MILD,consensus
amlodipine,negative_control,neg,GINGIVAL SWELLING,13,5739,223,1403312,0.9632331810340974,5752,236,1409287,14.7362,14.7685,8.5213,25.5958,138.7668,4.953174176825497e-32,2.7663505909949292e-31,1,12.3945,7.7044,19.1038,3.2057,2.4215,4,1,Moderate,28,0.0,0.25,61.0,MILD,MILD,MILD,"Minor gum inflammation, treatable with oral care",MILD,consensus
amlodipine,negative_control,neg,GINGIVITIS,14,5738,340,1403195,1.4448497715511461,5752,354,1409287,10.3892,10.4129,6.1524,17.6238,101.0201,9.105401232575234e-24,4.317089944727891e-23,1,9.1558,5.7938,13.9038,2.8983,2.1426,4,1,Moderate,31,0.06451612903225806,0.4838709677419355,61.0,MILD,MILD,MILD,"Common gum inflammation, manageable with oral hygiene",MILD,consensus
amlodipine,negative_control,neg,GLOMERULONEPHRITIS MINIMAL LESION,7,5745,43,1403492,0.20407482649027486,5752,50,1409287,42.0631,42.1167,19.3962,91.4519,195.0389,2.526485757414133e-44,1.698526204277961e-43,1,24.0123,12.4713,42.7603,3.4131,2.3443,4,1,Strong,8,0.0,0.0,75.0,,,SEVERE,Kidney disease potentially causing renal failure,SEVERE,llm_only
amlodipine,negative_control,neg,GLOMERULOSCLEROSIS,7,5745,27,1403508,0.13877088201338691,5752,34,1409287,66.5362,66.6217,29.7018,149.4339,292.7995,1.2205897818159914e-65,1.0299599131456448e-64,1,30.8783,16.0373,54.987,3.5535,2.4848,4,1,Strong,10,0.0,0.2,75.0,,,SEVERE,Progressive kidney scarring leading to renal failure,SEVERE,llm_only
amlodipine,negative_control,neg,GONADOTROPHIN DEFICIENCY,3,5749,3,1403532,0.024488979178832984,5752,6,1409287,243.9659,244.1138,55.467,1074.3615,251.2679,1.3740996022897735e-56,1.0506982443636162e-55,1,26.8153,9.7209,62.2314,2.7384,1.1058,4,1,Strong,3,0.0,0.0,38.0,,,MODERATE,Hormonal disorder requiring endocrine evaluation and treatment,MODERATE,llm_only
amlodipine,negative_control,neg,HAEMATOCRIT INCREASED,8,5744,229,1403306,0.9673146775639029,5752,237,1409287,9.0358,9.0477,4.5604,17.9503,44.3062,2.808190125681391e-11,9.041869538048574e-11,1,7.6178,4.1337,13.1069,2.5343,1.5345,4,1,Moderate,16,0.0,0.125,67.0,MILD,MILD,MODERATE,Blood parameter abnormality requiring investigation and monitoring,MODERATE,conservative
amlodipine,negative_control,neg,HAEMODYNAMIC INSTABILITY,50,5702,468,1403067,2.1142152024392478,5752,518,1409287,26.2973,26.5213,19.816,35.4955,1066.7995,5.431432938871251e-234,1.0696079552516816e-232,1,22.7092,17.8995,28.4872,4.2718,3.8719,4,1,Strong,55,0.05454545454545454,0.9818181818181818,30.0,SEVERE,SEVERE,SEVERE,Cardiovascular compromise potentially life-threatening,SEVERE,consensus
amlodipine,negative_control,neg,HAEMORRHAGIC DIATHESIS,8,5744,171,1403364,0.7305878788351841,5752,179,1409287,12.0916,12.108,6.0778,24.1211,62.9884,2.079239598565272e-15,7.83566276924828e-15,1,9.8164,5.3267,16.8898,2.7881,1.7884,4,1,Moderate,17,0.058823529411764705,0.29411764705882354,60.0,MODERATE,MODERATE,SEVERE,Bleeding disorder potentially causing life-threatening hemorrhage,SEVERE,conservative
amlodipine,negative_control,neg,HARLEQUIN SYNDROME,18,5734,10,1403525,0.11428190283455393,5752,28,1409287,429.8447,431.2282,202.1241,920.0177,2655.7833,0.0,0.0,1,88.5176,59.22,128.2568,4.9125,4.246,4,1,Strong,18,0.0,0.8888888888888888,18.0,,,MODERATE,Neurological condition causing hemifacial symptoms,MODERATE,llm_only
amlodipine,negative_control,neg,HEART FAILURE WITH REDUCED EJECTION FRACTION,8,5744,80,1403455,0.3591716946228838,5752,88,1409287,25.7604,25.797,12.7166,52.3321,142.5602,7.334742566578665e-33,4.141939236486804e-32,1,17.9405,9.7351,30.8678,3.3064,2.3067,4,1,Strong,8,0.0,1.0,62.0,,,SEVERE,Cardiac dysfunction potentially life-threatening,SEVERE,llm_only
amlodipine,negative_control,neg,HEART RATE DECREASED,67,5685,2890,1400645,12.068985238634856,5752,2957,1409287,5.6972,5.7529,4.5131,7.3335,247.0077,1.1662760520778536e-55,8.817309978548611e-55,1,5.5144,4.4923,6.712,2.425,2.0796,4,1,Moderate,249,0.05976095617529881,0.4900398406374502,66.0,MILD,MILD,MODERATE,Bradycardia potentially causing hemodynamic compromise,MODERATE,conservative
amlodipine,negative_control,neg,HEART RATE IRREGULAR,28,5724,1138,1402397,4.75902495375321,5752,1166,1409287,6.1072,6.1326,4.2249,8.9016,109.2033,1.464644702249857e-25,7.222838300964691e-25,1,5.7847,4.1996,7.8095,2.4381,1.9037,4,1,Moderate,92,0.03260869565217391,0.43478260869565216,70.0,MILD,MILD,MODERATE,Arrhythmia requiring cardiac evaluation,MODERATE,conservative
amlodipine,negative_control,neg,HEAT ILLNESS,4,5748,72,1403463,0.3101937362652178,5752,76,1409287,15.1427,15.1538,5.8457,39.2832,32.9378,9.515270056568705e-09,2.6809977714305325e-08,1,10.1461,4.2285,21.3207,2.4736,1.0597,4,1,Moderate,5,0.2,0.8,65.0,,,MODERATE,Heat-related condition requiring medical attention,MODERATE,llm_only
amlodipine,negative_control,neg,HELICOBACTER GASTRITIS,7,5745,48,1403487,0.22448230913930237,5752,55,1409287,37.7267,37.7746,17.4993,81.5416,176.1612,3.339223088224659e-40,2.1084563592171972e-39,1,22.4522,11.661,39.9821,3.3719,2.3031,4,1,Strong,9,0.0,0.8888888888888888,62.0,,,MODERATE,Gastritis requires medical attention and monitoring but not life-threatening,MODERATE,llm_only
amlodipine,negative_control,neg,HELICOBACTER TEST POSITIVE,4,5748,19,1403516,0.09387442018552644,5752,23,1409287,56.2998,56.3431,20.2084,157.0903,124.0959,8.027006924717984e-29,4.248236531739873e-28,1,22.1075,9.2135,46.4559,2.9217,1.5079,4,1,Strong,4,0.0,1.0,72.0,,,MILD,"Laboratory finding, no immediate clinical consequences requiring intervention",MILD,llm_only
amlodipine,negative_control,neg,HEMIPARESIS,43,5709,750,1402785,3.2366267481357593,5752,793,1409287,14.1406,14.2407,10.4786,19.3535,478.5235,4.477491507748866e-106,5.0959104737110936e-105,1,12.9417,10.0081,16.5168,3.5412,3.11,4,1,Strong,73,0.0410958904109589,0.8493150684931506,64.5,MODERATE,MODERATE,SEVERE,Partial paralysis indicates serious neurological event requiring urgent intervention,SEVERE,conservative
amlodipine,negative_control,neg,HEMIPLEGIA,48,5704,375,1403160,1.7264730321077253,5752,423,1409287,31.5109,31.7703,23.5315,42.8937,1218.9209,4.712851182178427e-267,1.0237784232272725e-265,1,26.4564,20.7488,33.339,4.4452,4.037,4,1,Strong,60,0.016666666666666666,0.9833333333333333,65.0,SEVERE,SEVERE,SEVERE,Complete paralysis indicates serious neurological event requiring urgent intervention,SEVERE,consensus
amlodipine,negative_control,neg,HENOCH-SCHONLEIN PURPURA,6,5746,154,1403381,0.6530394447688795,5752,160,1409287,10.2639,10.2744,4.6854,22.5304,36.1264,1.8492152374816648e-09,5.455684877155531e-09,1,8.1507,4.0087,15.1383,2.495,1.3406,4,1,Moderate,12,0.0,0.8333333333333334,69.0,MODERATE,MODERATE,MODERATE,Vasculitic condition requires medical monitoring but usually not life-threatening,MODERATE,consensus
amlodipine,negative_control,neg,HEPATIC NEOPLASM,9,5743,214,1403321,0.910173726146626,5752,223,1409287,10.805,10.8212,5.6472,20.7359,63.5601,1.5555117498780734e-15,5.8875540956380765e-15,1,9.0528,5.0934,15.1338,2.7521,1.8095,4,1,Moderate,21,0.3181818181818182,0.5454545454545454,59.0,SEVERE,MODERATE,SEVERE,Liver tumor represents serious malignancy requiring urgent medical intervention,SEVERE,consensus
amlodipine,negative_control,neg,HEPATOJUGULAR REFLUX,7,5745,4,1403531,0.04489646182786047,5752,11,1409287,406.6099,407.1394,126.4883,1310.4959,931.9098,1.1353714341995795e-204,2.034839447684544e-203,1,52.4277,27.2294,93.3614,3.7828,2.7141,4,1,Strong,7,0.0,1.0,62.0,,,MODERATE,Sign of heart failure requiring medical attention and monitoring,MODERATE,llm_only
amlodipine,negative_control,neg,HEREDITARY HAEMORRHAGIC TELANGIECTASIA,4,5748,4,1403531,0.03265197223844398,5752,8,1409287,243.9659,244.1561,66.0812,902.1053,369.7125,2.1616991396705292e-82,2.0921956896417522e-81,1,33.1771,13.827,69.7173,3.0787,1.6648,4,1,Strong,4,0.0,1.0,65.0,,,MODERATE,Vascular disorder requiring monitoring for bleeding complications,MODERATE,llm_only
amlodipine,negative_control,neg,HYPERACUSIS,12,5740,223,1403312,0.9591516845042919,5752,235,1409287,13.6446,13.6722,7.73,24.1821,116.3356,4.013131902353865e-27,2.0411619158523966e-26,1,11.4895,6.9998,18.0053,3.0987,2.2824,4,1,Moderate,19,0.0,0.15789473684210525,30.0,MILD,MILD,MILD,Sound sensitivity is bothersome but self-limiting without intervention,MILD,consensus
amlodipine,negative_control,neg,HYPERALDOSTERONISM,4,5748,31,1403504,0.1428523785431924,5752,35,1409287,34.8523,34.8788,12.985,93.6875,79.221,5.553627265835868e-19,2.344476307128765e-18,1,17.4497,7.2724,36.6683,2.8074,1.3935,4,1,Moderate,6,0.0,0.3333333333333333,64.0,,,MODERATE,Endocrine disorder requiring medical evaluation and potential treatment,MODERATE,llm_only
amlodipine,negative_control,neg,HYPERCHOLESTEROLAEMIA,49,5703,867,1402668,3.7386508213018357,5752,916,1409287,13.9208,14.033,10.5256,18.709,538.4557,4.0868272583636076e-119,5.048635013472631e-118,1,12.8118,10.0735,16.1076,3.5458,3.1418,4,1,Strong,72,0.125,0.8472222222222222,80.0,FATAL,FATAL,MODERATE,Lipid abnormality requires medical monitoring and potential intervention,FATAL,conservative
amlodipine,negative_control,neg,HYPEREOSINOPHILIC SYNDROME,4,5748,63,1403472,0.27346026749696833,5752,67,1409287,17.2889,17.3017,6.648,45.028,38.2276,6.295672590127902e-10,1.8974493400978044e-09,1,11.1726,4.6563,23.4778,2.5405,1.1267,4,1,Moderate,8,0.0,0.625,82.0,MODERATE,MODERATE,SEVERE,Can cause organ damage requiring urgent medical intervention,SEVERE,conservative
amlodipine,negative_control,neg,HYPERGLYCAEMIA,80,5672,1862,1401673,7.926266260882276,5752,1942,1409287,10.5446,10.68,8.5312,13.37,649.851,2.4072776003343172e-143,3.375222871191176e-142,1,9.986,8.2803,11.9581,3.256,2.9399,4,1,Strong,158,0.11320754716981132,0.8427672955974843,65.0,MODERATE,MODERATE,MODERATE,Blood glucose elevation requires medical monitoring and intervention,MODERATE,consensus
amlodipine,negative_control,neg,HYPERHOMOCYSTEINAEMIA,4,5748,28,1403507,0.13060788895377592,5752,32,1409287,38.5209,38.5503,14.2592,104.2223,87.281,9.41475618449404e-21,4.147779382356245e-20,1,18.4199,7.6767,38.7071,2.8351,1.4213,4,1,Moderate,4,0.0,1.0,64.0,,,MODERATE,Metabolic abnormality requiring medical evaluation and monitoring,MODERATE,llm_only
amlodipine,negative_control,neg,HYPERLACTACIDAEMIA,24,5728,164,1403371,0.7673213476034335,5752,188,1409287,36.3354,36.4865,23.8481,55.8226,676.3291,4.199719584602082e-149,6.049400768836006e-148,1,28.0628,19.8424,38.7699,4.2729,3.6957,4,1,Strong,31,0.0,0.7419354838709677,37.5,MODERATE,MODERATE,SEVERE,Elevated lactate indicates serious metabolic disturbance requiring urgent intervention,SEVERE,conservative
amlodipine,negative_control,neg,HYPERLIPIDAEMIA,32,5720,509,1403026,2.208089622624774,5752,541,1409287,15.5621,15.6448,10.9637,22.3247,390.3208,7.047718893621443e-87,7.081325182623725e-86,1,13.9477,10.3427,18.4808,3.5851,3.0852,4,1,Strong,74,0.2972972972972973,0.7702702702702703,68.0,MODERATE,MODERATE,MODERATE,Lipid abnormality requires medical monitoring and potential treatment,MODERATE,consensus
amlodipine,negative_control,neg,HYPERPHOSPHATAEMIA,17,5735,183,1403352,0.8162993059610995,5752,200,1409287,23.2665,23.3344,14.2803,38.1291,302.6116,8.888134374542934e-68,7.644313820671037e-67,1,18.8194,12.4401,27.5483,3.7328,3.047,4,1,Strong,33,0.8529411764705882,0.9705882352941176,80.0,FATAL,FATAL,MODERATE,Electrolyte abnormality requiring medical monitoring and intervention,FATAL,conservative
amlodipine,negative_control,neg,HYPERTENSION,307,5445,15560,1387975,64.76110543842383,5752,15867,1409287,4.8212,5.0369,4.4854,5.6563,916.3733,2.707091040422663e-201,4.7705606745799614e-200,1,4.7347,4.3065,5.1958,2.2363,2.0749,4,1,Moderate,1272,0.06109822119102862,0.5320959010054138,67.0,MODERATE,MODERATE,MODERATE,Elevated blood pressure requires medical monitoring and treatment,MODERATE,consensus
amlodipine,negative_control,neg,HYPERTENSIVE CRISIS,22,5730,548,1402987,2.3264530219891335,5752,570,1409287,10.0077,10.0431,6.583,15.3218,158.7313,2.1421728607141007e-36,1.2823477960849428e-35,1,9.1257,6.351,12.7821,2.9929,2.39,4,1,Moderate,54,0.05357142857142857,0.48214285714285715,64.0,MILD,MILD,SEVERE,Severe hypertension requiring urgent medical intervention to prevent complications,SEVERE,conservative
amlodipine,negative_control,neg,HYPERTHERMIA MALIGNANT,11,5741,93,1403442,0.4244756390997717,5752,104,1409287,30.0065,30.0646,16.2861,55.5,240.1545,3.6392335780292615e-54,2.706943785977388e-53,1,21.4944,12.7997,34.3205,3.6369,2.7843,4,1,Strong,12,0.0,0.9166666666666666,22.0,,,FATAL,Life-threatening hyperthermia commonly causes death without immediate intervention,FATAL,llm_only
amlodipine,negative_control,neg,HYPERTONIC BLADDER,22,5730,238,1403297,1.0611890977494294,5752,260,1409287,23.0157,23.1021,14.9826,35.6218,395.3437,5.682920414589358e-88,5.749182175253295e-87,1,19.1589,13.3336,26.8356,3.8492,3.2463,4,1,Strong,32,0.0625,0.125,52.0,MILD,MILD,MODERATE,Bladder dysfunction requires medical evaluation and treatment,MODERATE,conservative
amlodipine,negative_control,neg,HYPERURICAEMIA,14,5738,308,1403227,1.31424188259737,5752,322,1409287,11.4668,11.4932,6.7832,19.4739,113.4763,1.6969590100584014e-26,8.525253882275689e-26,1,10.0076,6.3329,15.1973,2.9986,2.2429,4,1,Moderate,36,0.19444444444444445,0.6666666666666666,67.0,SEVERE,SEVERE,MODERATE,Elevated uric acid requires medical monitoring for complications,SEVERE,conservative
amlodipine,negative_control,neg,HYPOMAGNESAEMIA,26,5726,956,1402579,4.008029592268999,5752,982,1409287,6.7591,6.7858,4.6088,9.991,115.7978,5.263018045315648e-27,2.674113543520696e-26,1,6.3568,4.5579,8.6758,2.5554,2.0009,4,1,Moderate,82,0.12790697674418605,0.7674418604651163,74.0,MODERATE,MODERATE,MODERATE,Electrolyte abnormality requiring medical monitoring and replacement therapy,MODERATE,consensus
amlodipine,negative_control,neg,HYPONATRAEMIA,94,5658,2870,1400665,12.097555714343494,5752,2964,1409287,8.0316,8.1491,6.6282,10.0189,551.1475,7.085446755455964e-122,8.89449699089153e-121,1,7.7169,6.4938,9.1152,2.9072,2.6155,4,1,Moderate,302,0.16987179487179488,0.8685897435897436,77.0,SEVERE,SEVERE,MODERATE,Electrolyte abnormality requiring medical monitoring and correction,SEVERE,conservative
amlodipine,negative_control,neg,HYPOPHOSPHATAEMIA,15,5737,508,1403027,2.1346226850882752,5752,523,1409287,7.4365,7.4539,4.4938,12.3638,71.95,2.207155743448288e-17,8.846616091266915e-17,1,6.7659,4.3506,10.1377,2.5566,1.8265,4,1,Moderate,39,0.6976744186046512,0.9302325581395349,80.0,FATAL,FATAL,MODERATE,Electrolyte abnormality requiring medical monitoring and replacement,FATAL,conservative
amlodipine,negative_control,neg,HYPOPHYSITIS,8,5744,158,1403377,0.6775284239477126,5752,166,1409287,13.0833,13.1012,6.5676,26.1345,68.9895,9.898658778067186e-17,3.8934724527064265e-16,1,10.4954,5.6951,18.058,2.8517,1.852,4,1,Moderate,15,0.06666666666666667,0.4666666666666667,71.0,MODERATE,MODERATE,MODERATE,Pituitary inflammation requires medical evaluation and monitoring,MODERATE,consensus
amlodipine,negative_control,neg,HYPOPNOEA,8,5744,231,1403304,0.9754776706235139,5752,239,1409287,8.9577,8.9695,4.5215,17.7933,43.8258,3.5893988912635414e-11,1.1499486022184456e-10,1,7.5594,4.102,13.0065,2.5263,1.5265,4,1,Moderate,34,0.0,0.2571428571428571,53.0,MILD,MILD,MODERATE,Breathing abnormality requires medical evaluation and monitoring,MODERATE,conservative
amlodipine,negative_control,neg,HYPOTENSION,545,5207,11564,1391971,49.42284147941477,5752,12109,1409287,11.5079,12.6087,11.5225,13.7972,5022.7548,0.0,0.0,1,11.0083,10.2541,11.8056,3.4498,3.3287,4,1,Strong,948,0.06659729448491156,0.7200832466181062,67.0,MODERATE,MODERATE,MODERATE,Low blood pressure requires medical attention and monitoring,MODERATE,consensus
amlodipine,negative_control,neg,HYPOTHERMIA,23,5729,479,1403056,2.04891125796236,5752,502,1409287,11.9566,12.0016,7.9258,18.1733,205.041,1.6590000952116101e-46,1.138680847108946e-45,1,10.7776,7.5623,14.9892,3.2047,2.6151,4,1,Moderate,43,0.09302325581395349,0.9302325581395349,60.0,MODERATE,MODERATE,MODERATE,Low body temperature requires medical attention and warming,MODERATE,consensus
amlodipine,negative_control,neg,HYPOVENTILATION,6,5746,140,1403395,0.5958984933516026,5752,146,1409287,11.2867,11.2983,5.1442,24.8147,40.5292,1.9370164540838773e-10,6.003570644618027e-10,1,8.8301,4.3429,16.4002,2.5683,1.4139,4,1,Moderate,9,0.0,0.3333333333333333,58.0,MODERATE,MODERATE,MODERATE,Breathing abnormality requires medical evaluation and monitoring,MODERATE,consensus
amlodipine,negative_control,neg,HYPOVOLAEMIA,11,5741,288,1403247,1.2203674624118437,5752,299,1409287,9.7248,9.7423,5.4007,17.5741,70.8662,3.822871305411321e-17,1.5231591505893296e-16,1,8.4353,5.0232,13.4688,2.7408,1.8883,4,1,Moderate,29,0.0,0.9310344827586207,80.0,SEVERE,SEVERE,SEVERE,Life-threatening fluid loss requiring urgent intervention and hospitalization,SEVERE,consensus
amlodipine,negative_control,neg,HYPOXIA,83,5669,2284,1401251,9.660902286049613,5752,2367,1409287,8.9171,9.0337,7.2502,11.2559,552.3542,3.8712959086644693e-122,4.863851333287983e-121,1,8.5172,7.0869,10.1664,3.0387,2.7284,4,1,Moderate,170,0.22941176470588234,0.9235294117647059,54.0,SEVERE,SEVERE,SEVERE,Life-threatening oxygen deficiency requiring immediate medical intervention,SEVERE,consensus
